[488, -325, -58, 124, 54, -93, -45, 76]
[0, 0, 0, 0, 0, 0, 0, 0]
[71, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[71, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[71, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[71, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[74, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[1304, -68, -164, -305, -382, -283, -65, 48]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[798, -573, -114, 222, 113, -169, -79, 136]
[-1, 1, -1, 1, -1, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[1, -1, 1, -1, 0, 0, 0, 0]
[-1, 2, -2, 2, -1, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, -1, 1, -1, 0, 0, 0, 0]
[1695, -290, -101, 92, 118, 2, -95, -76]
[21, -19, 6, 4, -6, 4, -3, -9]
[-6, 5, 0, 1, -2, -4, -4, 1]
[8, -8, 1, 7, -3, 3, 8, -2]
[0, 1, 1, -2, 0, -2, -6, 0]
[4, -3, -1, 1, 1, 1, 6, -1]
[-4, 0, 0, 0, 0, -2, -4, 1]
[0, -1, 0, 1, 0, 0, 2, 1]
[1821, 83, -19, 4, -4, 2, -6, 3]
[67, -14, -5, 4, -1, -5, 1, 0]
[-9, 7, 5, -2, 1, 1, 0, 0]
[9, -1, -2, -3, 3, -5, 3, -1]
[3, 0, -1, 1, -4, 6, -2, 2]
[2, -3, 2, 0, 3, -3, 1, 0]
[3, -4, 4, -4, 3, 0, 3, -1]
[1, 1, -1, 1, -1, 0, 0, 1]
[1289, 211, 34, -13, 12, 1, -5, 2]
[262, -121, 15, 0, -5, 12, -8, 2]
[-1, -41, 24, -1, -8, 2, 1, 0]
[1, 48, -53, 37, -13, -3, -3, 3]
[-1, -21, 22, -18, 24, -19, 13, -7]
[1, 10, -8, -7, 1, -2, -1, 3]
[1, -18, 3, -4, 7, -11, -3, 0]
[-4, 14, -11, 9, -9, 10, -3, 1]
[1315, -81, -33, 1, -9, -1, -3, -2]
[291, 90, 22, -12, 6, 1, 2, 0]
[-38, 3, 1, 12, 4, 3, -4, 4]
[-65, -73, -28, -8, 6, -6, 5, -1]
[127, 97, 9, -12, -4, 1, -6, -4]
[-108, -49, 19, 29, 10, 8, -1, 3]
[72, 1, -29, -13, 2, 4, 4, -1]
[-31, 3, 19, -8, -15, -2, -3, 0]
[1301, 43, 3, 1, -2, -1, 1, -1]
[301, -39, -7, -1, -11, 0, 2, -1]
[-136, 27, 7, -6, 20, -3, -1, -1]
[74, -16, -12, 2, -13, -3, -2, 1]
[-51, 18, 11, -2, 1, -2, 5, -2]
[14, -21, -9, 1, 3, 2, -4, 1]
[-5, 21, 6, 0, 0, 0, 2, 0]
[4, -7, -4, 0, 1, 1, -1, 1]
[1157, -11, 48, 12, -10, 5, -1, 4]
[394, 56, -77, -4, 2, -1, -2, -2]
[-118, -91, 65, 0, 10, -5, 6, 0]
[57, 60, -36, 5, -16, -2, -2, 0]
[-32, -14, 0, -20, 7, 11, -2, 2]
[25, -13, 4, 35, -23, -17, 6, -1]
[-11, 8, 4, -21, 7, 12, -6, 1]
[5, 0, -1, 6, 0, -6, 3, -1]
[1824, -209, -81, -27, -17, -5, -2, 0]
[-112, -68, 44, 57, 21, 8, 9, 1]
[1, 50, 87, 38, 1, -7, -3, -3]
[1, 20, 19, -28, -35, -14, 2, 0]
[-4, 6, -4, -28, -21, 7, 11, 0]
[-9, 0, -3, -11, 0, 12, 3, -1]
[0, 5, 6, 4, 6, 12, 6, -3]
[-1, 1, 1, -3, 0, 0, -4, -1]
[2026, -1, 4, -4, -4, 4, -1, 0]
[-2, 0, 0, 0, -3, -6, -3, 2]
[-3, -6, 1, -1, -6, -1, 5, -3]
[1, 0, -4, 0, -1, 2, 1, -1]
[2, 2, -2, -3, 0, -1, -2, 0]
[1, -3, -4, -1, 7, 1, 0, 1]
[1, 3, 1, -2, 0, 0, -3, -3]
[0, -1, -3, 3, 3, 1, -2, 1]
[2009, 25, -5, -2, 0, 6, -6, 2]
[-14, 16, -5, -1, -2, -1, 2, 0]
[-7, 3, 0, 0, 6, -6, 4, -1]
[-4, 3, 3, -5, 0, -1, 1, 0]
[-3, 1, 0, -2, 3, -1, 0, 0]
[-1, 2, -1, 2, 0, -1, 0, 0]
[0, 0, -2, 0, 2, 1, 0, 1]
[-1, -1, -1, -1, 0, 0, 0, 0]
[1778, 97, -8, 14, 0, 6, -1, 1]
[-33, 1, -9, 3, -3, 5, -3, 2]
[-1, 4, -8, 4, -5, 3, -1, 1]
[-2, 5, 3, -3, 3, -1, 1, 0]
[-6, 5, 0, -1, 0, -1, 1, 0]
[-2, -1, -1, 0, 1, 1, -1, 0]
[-5, 2, 0, 0, 1, 0, 0, 0]
[1, 0, -1, 1, -2, -1, 0, 0]
[1024, 416, -87, 35, 1, 22, -12, 6]
[-223, 122, -5, -55, 32, -3, 7, -4]
[-18, -2, 57, -67, 5, 11, -3, -2]
[-19, 7, 26, -1, -27, 20, -6, 4]
[-3, -7, 20, 0, -18, -8, 5, -1]
[-19, -3, 13, 15, -9, -1, 1, 1]
[2, -3, 4, 3, -1, -8, 4, -1]
[-5, 1, 2, 4, -2, 0, -1, 0]
[17, 7, 9, 8, 6, 9, 3, 1]
[-11, -10, -10, -8, -7, -3, -6, -2]
[7, 10, 8, 7, 8, 2, 3, 3]
[-7, -3, -5, -3, -5, -1, -2, 1]
[3, -2, 5, 4, 1, -2, 0, 0]
[1, -2, -1, -2, -2, 2, 0, 1]
[-2, 2, 0, 0, 2, -2, 1, 0]
[-1, 1, -2, 0, -1, 2, -1, 0]
[187, -7, -82, -1, -1, 0, -13, 1]
[-95, 79, 75, -33, -17, -6, 10, -4]
[17, -33, -11, 58, 18, -2, -13, 1]
[25, 16, 8, -15, 12, -10, -6, -2]
[6, 37, -2, -6, -7, -1, 0, -1]
[13, -12, 10, 3, -3, 2, -4, 1]
[8, 6, -8, 6, -2, -5, 0, -2]
[-3, 2, 5, 0, 2, 0, -1, 1]
[12, 3, 4, 5, 1, 4, -1, -1]
[-2, -5, -4, -3, -3, -3, -1, -2]
[3, 5, -3, 2, 6, -3, 5, -4]
[5, 4, 3, 2, 0, -1, 1, -1]
[4, -6, -2, 0, -5, 1, -3, -1]
[3, 2, 2, 3, 2, -1, 0, 0]
[0, 3, 0, 0, 0, -2, 2, -2]
[0, -1, -1, 0, -1, 0, 0, 1]
[10, 0, -1, 6, 0, -4, 1, -2]
[0, 1, 0, -2, 0, -2, -3, 1]
[3, 0, 1, 2, -3, -1, 2, -3]
[-4, 2, 2, -4, -1, 2, -3, 1]
[-1, 1, 1, 1, -2, 1, 1, -1]
[3, 2, 0, 1, 3, -1, -1, 1]
[0, -3, 0, -1, -1, 0, 0, 0]
[1, 0, 0, -1, 1, -1, 0, -1]
[103, -63, 2, 11, 2, -7, 0, 2]
[19, -24, -7, 15, -3, -1, 2, -1]
[-9, 3, 14, 2, -3, 5, 0, -2]
[-23, 20, 7, -5, -2, -9, 4, 0]
[-1, -4, 4, 4, -7, -5, 0, 2]
[4, 1, -4, 0, 4, 9, -4, 1]
[7, 0, 0, -2, -3, -3, 0, -2]
[1, -1, 2, -1, 5, 2, 1, -1]
[329, -73, -5, -5, -3, -2, -1, 1]
[-45, 34, 6, 10, -3, 1, -3, 1]
[-37, 34, -1, -4, 2, -2, 3, -1]
[3, 2, -16, 6, -1, 1, 2, -2]
[0, -1, -7, 2, -3, 5, -2, 0]
[9, -4, -1, -7, 0, 2, 0, 0]
[14, -6, -3, 4, -4, 3, -2, 1]
[2, -4, 6, 2, 0, 1, 0, 0]
[294, 71, 1, 6, 1, -5, -3, 4]
[-99, 21, 0, 11, -5, -2, -7, -1]
[-88, -27, 14, -10, 8, 6, 5, 1]
[1, -24, 1, -5, -9, 7, 2, -3]
[8, -4, -12, -3, 2, 0, -2, 2]
[11, 12, -5, -5, 0, 0, 2, -3]
[17, 4, -5, 0, 1, 0, -2, 1]
[-4, 6, 4, -3, 1, 0, 2, -2]
[126, 44, 17, -11, -1, -2, 8, -3]
[-53, -73, 6, -1, 1, -5, -2, 3]
[34, 12, -2, -1, -9, -1, 1, -2]
[-10, 6, 5, 8, -1, 4, 1, 1]
[1, -2, -20, -1, 13, -4, 3, 0]
[-2, 0, 8, -3, 0, -1, 1, 0]
[2, -1, -6, 2, 2, -1, 1, 1]
[-3, 1, 1, 3, -3, 1, 0, 0]
[441, -318, 122, -49, -4, 25, -27, 20]
[-59, 160, -113, 11, 7, -8, 16, -11]
[-17, 71, -62, 9, -10, -6, 16, 1]
[52, -45, 26, -38, 7, 22, -32, 14]
[17, 4, -23, -20, 5, -9, 9, -4]
[-53, 62, -21, -24, 18, -15, 16, -3]
[14, -12, 13, -6, -19, 19, -8, 3]
[30, -26, 18, -16, 5, -6, 4, 0]
[501, 178, 15, 59, 63, 18, -4, 16]
[-80, -138, -100, -20, -1, -8, -20, -6]
[4, 3, 26, -16, -41, -14, -8, -16]
[-18, 14, 42, 20, -1, 20, 28, 0]
[-22, -2, 20, 3, -27, -9, 22, -1]
[12, 4, 21, 13, -7, 1, 0, -4]
[1, -5, -8, -1, -4, -13, 3, 2]
[6, 6, 0, 15, 10, 0, 10, -2]
[163, 27, 14, 11, -4, 2, -1, 1]
[-11, -5, -2, -4, -1, 0, 1, -3]
[27, 7, -2, 3, 1, 0, 0, 4]
[-2, -8, 8, -4, -3, 1, 2, 4]
[11, 10, -3, 0, 4, 2, -5, 0]
[-5, -3, -4, 4, -6, 2, 0, 3]
[2, -2, 4, 2, 3, 2, -3, 0]
[-2, 1, -2, 1, -1, -1, 0, 1]
[130, -19, 9, -10, 5, 6, 0, -2]
[7, 4, 6, -9, 12, 2, 6, 2]
[12, 1, 8, -4, 3, -3, 2, 0]
[-7, 9, 5, 1, -2, -8, -1, 1]
[-6, 8, -6, -5, -6, 4, 0, 1]
[10, -6, -5, 4, -5, 0, -3, 1]
[1, -3, 2, -2, 3, 1, 3, 0]
[-1, 0, -1, 1, -1, 0, 0, 1]
[618, -288, -17, 17, 24, -3, -12, -5]
[116, -7, -26, -26, 6, 9, 9, -5]
[17, 20, 9, -10, -18, -4, 11, 4]
[14, -2, 5, 2, -8, -15, 2, 10]
[7, 11, 7, 1, 4, -13, -1, 0]
[8, 2, 1, 1, 4, -1, -5, -5]
[-10, 10, -9, -1, -3, 7, -1, 3]
[1, -3, -5, 3, -2, 4, -3, 0]
[1131, -11, -19, -10, 0, 2, 6, -5]
[143, 23, -8, -3, 0, 6, 3, -2]
[-17, 5, 1, 5, -1, 6, -2, 1]
[-20, -13, 11, 1, 3, -3, -1, 3]
[-13, -16, -8, 5, -9, 0, 1, 2]
[-1, -16, -12, 1, 7, -1, 4, 1]
[5, 13, -2, -8, -1, -4, -3, -1]
[7, 5, 1, -5, -4, -1, -1, 2]
[1081, 45, -9, 12, -8, 5, -3, 1]
[92, -3, -6, -3, 1, 6, -3, 1]
[-17, 4, -1, 5, -6, -1, -1, 0]
[13, -5, 4, -5, 4, -3, 0, -1]
[-5, 1, -1, 2, -3, 1, 1, 0]
[6, -1, 2, -3, 4, -1, 1, -1]
[-4, -1, -1, 1, 0, 0, 1, 0]
[4, -4, 2, -4, 1, -1, 1, -1]
[624, 201, 11, -12, 6, -10, 10, -5]
[105, 58, -75, 26, -6, -16, 16, -7]
[10, -64, 22, 46, -35, -11, 21, -9]
[15, -3, 11, -22, -11, 37, -7, -6]
[0, -5, 0, 0, 7, 1, -24, 14]
[-3, 11, -6, -4, -2, 1, 0, 13]
[2, -5, 1, 8, -1, 4, -3, -5]
[5, -3, 0, 4, -5, 6, -1, 2]
[618, -69, -16, -9, -10, 0, -5, 0]
[-60, -13, -2, -9, -3, -3, -2, 1]
[36, 7, -8, 3, 2, 0, -1, 1]
[32, -7, -8, -8, -5, 10, -3, 2]
[23, -5, -11, 3, -6, 2, -2, 1]
[9, -12, 0, 9, -2, -3, 0, 0]
[-18, 3, -1, 2, 1, 0, -1, -1]
[1, -1, -2, 4, -2, 3, 1, 1]
[676, 9, -6, 7, 2, -1, -1, 1]
[37, -25, -1, -4, 6, -3, 0, -1]
[42, -22, 4, 1, 1, 4, -4, 0]
[30, 2, -14, 5, 0, -2, 1, 2]
[11, 14, -13, -7, 0, -5, 3, 0]
[-1, -10, 11, -1, 1, 3, 0, 1]
[-5, -13, -9, 4, -1, 0, 0, 0]
[5, 4, -3, 3, -9, 5, -4, 2]
[513, 75, 30, 1, -11, -5, -2, 4]
[124, 19, -53, 12, 7, 8, -6, -2]
[76, 2, 23, 1, -16, -8, 0, 4]
[-13, -24, 26, -10, 12, 1, -1, -6]
[17, 23, -14, -24, -25, -9, -2, 7]
[6, 3, 10, 22, 18, -9, -11, -1]
[0, 1, -8, -4, -2, 4, 9, 0]
[4, 5, 2, -4, -3, 2, -3, 0]
[614, -120, -20, 1, 0, -5, 6, -3]
[-92, -10, 8, 13, 4, -4, 8, 1]
[-16, 9, 28, 3, -7, 0, 4, 0]
[-20, 14, 20, -4, 5, -11, 11, 0]
[-14, 1, 10, -2, 8, 5, -5, -1]
[3, 7, 4, 8, 11, 2, -6, 0]
[0, -5, 6, -5, 5, -1, 1, -2]
[0, -2, -2, 4, 1, 1, -2, 1]
[734, 20, 24, 13, -4, -7, -2, 1]
[-52, -30, 31, -2, -2, 5, -2, -3]
[-21, -11, 14, 3, 3, 6, -4, 4]
[-17, -10, 26, 4, 4, 1, 2, -2]
[-2, -13, 5, 12, -10, 4, -4, 3]
[-9, 0, 4, 0, -8, 0, 2, -1]
[-15, -10, -8, 17, 4, 5, -2, 2]
[-10, 3, 8, -4, 0, -3, 2, -1]
[933, -150, -22, 21, 3, 17, -15, 0]
[90, 56, -57, -13, 32, -31, 9, -5]
[-57, 17, 114, -16, -47, 17, -13, 12]
[-16, -29, 1, 44, 14, -21, 18, -13]
[1, -3, -49, -34, 32, 35, -24, 8]
[15, 0, 6, -5, -39, -4, 24, -10]
[-9, 15, 7, 17, 10, -19, -15, 22]
[2, 2, 11, 8, 10, 22, 2, -12]
[1009, 29, -3, 3, 4, 5, 1, 0]
[15, 10, -7, -7, 1, -4, 0, 1]
[6, 2, 1, -2, 3, 5, 0, -1]
[1, -4, -7, -2, 8, -5, 3, 0]
[-1, -2, 10, 1, -6, 1, -2, -1]
[6, -5, -6, -3, 5, -3, 1, 0]
[0, -4, 2, -3, -2, 1, 0, 0]
[0, -4, -3, 4, 0, 1, 1, 1]
[926, -6, -2, 27, -11, 7, -6, 4]
[33, 1, -44, 22, -10, 7, -4, 3]
[1, 25, -22, 5, -3, -5, 10, -2]
[3, 12, 0, 3, 9, -8, 5, -3]
[-6, 7, -10, 0, 9, -1, 0, -1]
[-5, 6, -7, 2, 2, 3, 0, 1]
[-5, -1, 1, 1, 5, -1, 0, 0]
[3, 0, 3, -5, 0, -1, 1, -1]
[539, 297, -57, -2, 34, -5, 0, 2]
[-27, -12, -13, -14, -31, 0, 38, -5]
[41, 10, -14, -3, -1, -35, -15, -5]
[3, 9, 8, 24, 22, 12, 12, 9]
[-13, 2, 11, -6, -23, 12, 17, -4]
[17, 11, -9, -9, -7, -21, -14, -17]
[9, 2, -11, -4, 5, 3, -2, 10]
[0, 5, 5, 1, 3, -1, 1, -5]
[740, -497, -250, 372, -4, -133, 5, 58]
[78, 0, -150, 52, 34, 5, -9, -37]
[9, -15, 5, -27, 3, 19, -26, 2]
[-53, 12, 63, 17, -52, -5, -10, 41]
[-21, -22, 45, 18, -16, -51, 21, 49]
[-13, -2, 19, 24, -18, -32, 11, 26]
[2, -8, 12, -16, 9, -8, 6, 3]
[-15, 18, -11, -6, -1, 9, -1, -8]
[328, 182, -47, 6, 80, -39, -67, 34]
[38, 41, 24, -5, -16, -2, 3, -4]
[8, -15, -47, -11, 19, -4, 0, 3]
[-3, -13, -19, -7, -6, -10, -6, 4]
[-8, 7, 30, 4, -11, 10, 9, -4]
[-5, -10, -6, 0, -6, -5, -3, 3]
[-9, -7, 16, 7, 4, 16, -2, 1]
[3, 6, 4, -7, -11, -4, -3, 0]
[71, -1, 1, 0, -1, -2, 2, 1]
[0, 1, 0, 0, 0, -1, 0, 0]
[0, 0, -1, 0, 1, 0, 0, 1]
[1, 0, 0, -1, -1, 0, 0, -1]
[-1, -1, 1, 1, 1, 0, 0, -1]
[1, 0, 0, -1, 0, -1, -1, 0]
[-1, 1, 0, 1, 0, 0, 1, 1]
[0, 1, 0, 0, 0, 0, 0, -1]
[73, 0, -1, 0, 2, -1, -1, 1]
[0, 1, 1, -1, 0, -1, 0, 0]
[0, -2, 0, 1, -1, 0, 1, 0]
[1, 0, 0, 0, 0, 0, 0, -1]
[2, 0, 0, 1, -1, -1, 0, 1]
[0, 0, 0, 0, 0, -1, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, -1, 0, 0, 1, -1]
[73, -2, 3, 0, 0, -1, -1, -2]
[2, -1, 0, 0, 0, -1, 0, 0]
[2, 1, 1, 1, 0, 0, -1, 0]
[-1, 0, 0, 1, 0, 0, 0, 0]
[0, 0, -1, 0, 0, 0, 0, -1]
[0, -1, 1, 1, 0, 1, 0, 0]
[0, 1, 0, -1, 0, 0, 1, 1]
[1, -1, 0, 0, 0, -1, 0, 0]
[70, 1, 2, -1, -5, 1, 0, 0]
[2, -1, 1, 1, -2, 1, -1, 0]
[1, -3, -1, 0, 4, -3, 0, 0]
[-1, 0, 1, -2, -1, 0, 0, 0]
[-2, 2, -1, 0, 0, -1, 1, 0]
[0, -1, 0, -1, -1, 1, 0, 0]
[0, 0, 0, -1, 1, 0, 0, 0]
[0, 0, 0, 1, 0, 0, 0, 0]
[66, 1, 0, 2, -2, 2, 0, 0]
[0, 1, -2, 5, 1, -2, -1, 0]
[0, 5, 2, 3, 0, -1, 0, -1]
[-5, -1, 2, -2, 1, -1, 0, -2]
[1, -6, 0, 0, 2, -2, 1, 0]
[-1, 1, -1, 1, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, -2, 0]
[0, 2, 0, 2, -1, -1, 1, 0]
[64, 2, -2, -1, 2, -4, 1, -2]
[0, 3, -3, -3, 1, -2, 1, 0]
[0, 3, -4, -3, 2, -2, 0, 0]
[-1, -1, 2, -1, 3, -2, 0, -1]
[3, 2, 4, 0, -1, 1, 0, 1]
[2, -4, 3, -1, -3, 0, -1, 0]
[-1, 0, -2, 2, -1, 1, -1, 0]
[1, -1, 0, 1, -2, 2, 0, -1]
[70, -2, -2, -3, 2, 1, 2, -1]
[0, 2, -2, -1, 0, 1, 0, 1]
[3, 0, -3, -3, 2, -3, 1, -1]
[0, 8, 7, 2, -3, 0, -1, 0]
[0, 0, 2, -1, -2, 2, -2, -1]
[0, -7, 1, 6, 1, 0, 1, 1]
[-1, 2, -2, -2, 0, -1, 2, -1]
[0, 0, 0, 1, 0, -1, -1, -1]
[72, -1, -4, 2, 2, 0, 0, 0]
[3, 3, -3, 3, -3, -1, -1, 0]
[-2, -1, 0, 3, 3, 1, 0, 0]
[3, 1, 1, -5, 1, -2, 1, 0]
[5, -1, 1, -2, 0, -1, 0, 0]
[2, 1, -1, 0, -2, 2, -1, 0]
[-1, 1, 0, -1, 1, 1, 1, 0]
[0, 0, 0, 1, 0, 0, 1, 0]
[70, 0, 1, -1, 1, -2, 0, 1]
[-2, 2, 1, -4, 0, 0, -1, 1]
[1, 0, -4, -4, 5, 2, 0, 0]
[2, 2, 2, -1, 0, 0, 1, 0]
[0, 3, 1, 1, 0, 2, 0, 1]
[4, -4, -1, 0, -2, 0, 0, 0]
[-1, 1, -1, 1, -1, 1, 0, -1]
[1, -2, -2, 0, 1, 0, 0, 0]
[71, -5, 2, -4, -5, -1, 5, -2]
[3, -1, 3, 1, 3, 1, -1, -1]
[-1, 2, 1, 0, 2, 2, -2, 0]
[0, 1, 2, 3, -2, -1, 1, 0]
[4, -1, -4, -1, 1, 1, -1, 0]
[1, 0, 1, 1, 0, 0, 1, -1]
[-2, -1, -1, -1, 1, 1, 0, 0]
[0, 1, 1, 1, 1, -1, 0, 0]
[72, -1, 0, 1, 0, 2, -2, 1]
[3, 0, 3, 0, -2, 1, 0, 2]
[1, -1, 1, 1, 0, 1, -1, 0]
[-1, -1, -1, -1, 0, 0, 0, 0]
[0, -1, 2, -1, 2, -1, 0, -1]
[-1, 2, -1, 0, -1, 1, 0, 0]
[1, -1, 1, -1, 0, -1, 0, 0]
[0, 1, -1, -1, 0, 0, 0, 0]
[70, -1, 3, -2, -2, -1, 0, 0]
[-1, 2, 3, 2, 2, 1, 0, 0]
[2, 0, -6, 3, 0, 3, -2, 0]
[-4, -1, 2, 1, -1, -1, 1, 1]
[2, 0, 0, 0, 1, 1, 0, 0]
[-1, 1, -2, -2, 0, -2, 1, -1]
[1, 1, 0, 0, 0, 0, 0, 0]
[-1, 0, -1, 0, 0, -1, 0, 1]
[74, 2, 1, -2, 2, 4, -2, 1]
[-6, 1, 2, -1, 2, 1, 0, 1]
[-1, -3, -1, -1, 0, -1, 0, 0]
[2, -2, 0, -2, 2, -1, 0, 0]
[2, 1, 0, 1, 0, 0, 0, 0]
[0, 1, -1, 1, -1, 1, 0, 0]
[-1, 0, 0, 1, 0, 1, 0, -1]
[-1, -1, 1, 0, 0, 0, 0, -1]
[77, 0, -2, 0, 3, -2, 0, -1]
[-4, 1, -1, 0, -1, -1, 0, -1]
[4, 1, 4, 0, -1, 1, 0, 1]
[1, 3, 2, 1, 0, 0, 0, -1]
[1, 1, 2, -2, 2, -1, 0, 0]
[-3, -1, -1, 1, 0, 1, 0, -1]
[-2, 0, 1, -2, 0, -1, 0, -1]
[1, -1, 0, 1, -1, 1, 0, 0]
[78, 2, -4, 2, 5, 2, 1, 1]
[0, -1, 1, 2, 0, -1, 0, 0]
[4, 2, -1, -2, 0, 0, 0, -1]
[-1, 2, 4, 1, 0, 0, -1, 0]
[-1, 1, 0, -1, 1, 0, 1, 0]
[1, -1, 1, 1, 0, 0, 0, 0]
[0, 0, -1, -1, 0, 0, 0, 0]
[0, 0, 0, 0, 0, -1, -1, 0]
[71, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[71, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[71, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[70, 1, -1, 1, 0, 0, 0, 0]
[0, -1, 1, -1, 0, 0, 0, 0]
[0, 1, -1, 1, 0, 0, 0, 0]
[0, -1, 1, -1, 0, 0, 0, 0]
[0, 1, -1, 1, 0, 0, 0, 0]
[0, -1, 1, -1, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[76, -5, 5, -5, 4, -2, 2, -1]
[-5, 7, -6, 7, -5, 3, -2, 1]
[4, -5, 4, -5, 3, -2, 1, -1]
[-1, 2, -2, 2, -2, 0, 0, 0]
[1, -1, 1, -1, 1, 0, 0, 0]
[0, 1, 0, 1, -1, -1, 0, 0]
[1, -1, 1, -1, 1, 0, 0, 0]
[0, 1, -1, 1, -1, 0, 0, 0]
[246, -84, -4, -1, 1, -1, 1, -1]
[-78, -7, 4, 10, 4, 2, 0, 1]
[17, -5, 9, 11, -1, 0, 0, -2]
[-10, 5, 8, -9, -5, 0, -1, -1]
[4, -5, 5, -2, 3, 0, 2, -1]
[-4, 5, 1, -2, -3, 0, -2, -1]
[2, -1, 0, 1, 1, 1, 0, -1]
[-2, 1, 1, 0, 0, 1, -1, 1]
[381, 85, -60, -4, -8, 5, 0, 0]
[80, -82, -30, 13, -8, 6, -5, 2]
[-27, -26, 33, 1, 7, 5, 0, 0]
[-1, 4, -4, 3, 3, -6, 2, -2]
[-7, -5, 7, 6, -4, 1, -1, 1]
[-1, 3, -1, -2, 0, -3, -1, -2]
[-2, -3, 1, 2, -1, 1, -1, -1]
[2, 0, -1, 1, 0, -1, 1, -1]
[81, 11, 10, 8, 6, 4, 2, 1]
[10, 15, 14, 10, 5, 4, 3, 1]
[8, 12, 10, 6, 3, 0, 0, 0]
[7, 7, 4, 2, -1, -2, -2, 0]
[2, 3, 1, 0, -2, -2, 0, 0]
[0, 1, 1, 0, 1, 0, 0, 1]
[0, 1, 0, 0, -1, 0, 0, 0]
[0, 1, 0, -1, 0, -1, 0, 0]
[71, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
